Segment,Cohort,Metric,MOB_Start,MOB_End,Approach,Param1,Param2,Explanation
NON PRIME,202503,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202504,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202504,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202504,Coll_Principal,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202504,Coll_Interest,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202504,Coll_Interest,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202504,Coll_Interest,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202504,InterestRevenue,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202504,InterestRevenue,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202504,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202505,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202505,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202505,Coll_Principal,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202505,Coll_Interest,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202505,Coll_Interest,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202505,Coll_Interest,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202505,InterestRevenue,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202505,InterestRevenue,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202505,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202506,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202506,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202506,Coll_Principal,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202506,Coll_Interest,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202506,Coll_Interest,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202506,Coll_Interest,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202506,InterestRevenue,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202506,InterestRevenue,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202506,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202507,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202507,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202507,Coll_Principal,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202507,Coll_Interest,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202507,Coll_Interest,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202507,Coll_Interest,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202507,InterestRevenue,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NON PRIME,202507,InterestRevenue,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NON PRIME,202507,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NON PRIME,202508,Coll_Principal,1,6,DonorCohort,202507,,Recent cohort bridge via same-segment donor 202507
NON PRIME,202508,Coll_Principal,7,24,StaticCohortAvg,3,,Post-bridge stabilisation using actual-only history
NON PRIME,202508,Coll_Principal,25,999,StaticCohortAvg,6,,Mature stabilisation using actual-only history
NON PRIME,202508,Coll_Interest,1,6,DonorCohort,202507,,Recent cohort bridge via same-segment donor 202507
NON PRIME,202508,Coll_Interest,7,24,StaticCohortAvg,3,,Post-bridge stabilisation using actual-only history
NON PRIME,202508,Coll_Interest,25,999,StaticCohortAvg,6,,Mature stabilisation using actual-only history
NON PRIME,202508,InterestRevenue,1,6,DonorCohort,202507,,Recent cohort bridge via same-segment donor 202507
NON PRIME,202508,InterestRevenue,7,24,StaticCohortAvg,3,,Post-bridge stabilisation using actual-only history
NON PRIME,202508,InterestRevenue,25,999,StaticCohortAvg,6,,Mature stabilisation using actual-only history
NON PRIME,202509,Coll_Principal,1,6,DonorCohort,202507,,Recent cohort bridge via same-segment donor 202507
NON PRIME,202509,Coll_Principal,7,24,StaticCohortAvg,3,,Post-bridge stabilisation using actual-only history
NON PRIME,202509,Coll_Principal,25,999,StaticCohortAvg,6,,Mature stabilisation using actual-only history
NON PRIME,202509,Coll_Interest,1,6,DonorCohort,202507,,Recent cohort bridge via same-segment donor 202507
NON PRIME,202509,Coll_Interest,7,24,StaticCohortAvg,3,,Post-bridge stabilisation using actual-only history
NON PRIME,202509,Coll_Interest,25,999,StaticCohortAvg,6,,Mature stabilisation using actual-only history
NON PRIME,202509,InterestRevenue,1,6,DonorCohort,202507,,Recent cohort bridge via same-segment donor 202507
NON PRIME,202509,InterestRevenue,7,24,StaticCohortAvg,3,,Post-bridge stabilisation using actual-only history
NON PRIME,202509,InterestRevenue,25,999,StaticCohortAvg,6,,Mature stabilisation using actual-only history
NRP-L,202301,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202301,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202301,Coll_Principal,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202301,Coll_Interest,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202301,Coll_Interest,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202301,Coll_Interest,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202301,InterestRevenue,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202301,InterestRevenue,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202301,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202404,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202404,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202404,Coll_Principal,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202404,Coll_Interest,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202404,Coll_Interest,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202404,Coll_Interest,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202404,InterestRevenue,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202404,InterestRevenue,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202404,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202405,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202405,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202405,Coll_Principal,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202405,Coll_Interest,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202405,Coll_Interest,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202405,Coll_Interest,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202405,InterestRevenue,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202405,InterestRevenue,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202405,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202406,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202406,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202406,Coll_Principal,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202406,Coll_Interest,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202406,Coll_Interest,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202406,Coll_Interest,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202406,InterestRevenue,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202406,InterestRevenue,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202406,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202407,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202407,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202407,Coll_Principal,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202407,Coll_Interest,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202407,Coll_Interest,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202407,Coll_Interest,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202407,InterestRevenue,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202407,InterestRevenue,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202407,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202408,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202408,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202408,Coll_Principal,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202408,Coll_Interest,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202408,Coll_Interest,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202408,Coll_Interest,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202408,InterestRevenue,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202408,InterestRevenue,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202408,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202409,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202409,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202409,Coll_Principal,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202409,Coll_Interest,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202409,Coll_Interest,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202409,Coll_Interest,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202409,InterestRevenue,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202409,InterestRevenue,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
NRP-L,202409,InterestRevenue,37,999,StaticCohortAvg,12,,Late regime tail cap using actual-only cohort points
NRP-L,202410,Coll_Principal,1,12,StaticCohortAvg,3,,Early regime using recent actual-only cohort points
NRP-L,202410,Coll_Principal,13,36,StaticCohortAvg,6,,Mid regime using actual-only cohort points
